item,itemLabel,startDate,endDate,sourceDate,psid
Q3082431,Frank Walker,2005-12-08,2008-12-12,,Q3082431-E79650DF-A61F-4354-B88C-702877B6AE12
Q1268367,Terry Le Sueur,2008-12-12,2011-11-18,,Q1268367-02E31152-0132-46DD-8668-E4CAE605F0B2
Q5015992,Ian Gorst,2011-11-18,2018-06-07,,q5015992-BCB5B5A2-E4B5-4AAC-BD82-5C310C17837E
Q16196549,John Le Fondré,2018-06-07,2022-07-12,,Q16196549-F73DC52E-3E12-41BA-B55F-ED82153647EF
Q6438257,Kristina Moore,2022-07-12,,2022-07-13,Q6438257-975B617D-CFB5-402A-BAB9-1E55BEBB5FDE
